source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,"RT @WhiteHouse: On October 1, 2018, President @realDonaldTrump announced that negotiations on the United States-Mexico-Canada Agreement wer…",2020-07-01 17:10:49-04:00,16217.0,0.0,rt on october 1 2018 president announced that negotiations on the united states mexico canada agreement wer,2020,7,1,2020-07,2,17,@WhiteHouse,17,2020-07-02,0.0070048128974971036,0.00550696270957296,1,107,"['october', 'announce', 'negotiation', 'united', 'state', 'mexico', 'canada', 'agreement', 'wer']",october announce negotiation united state mexico canada agreement wer,0.017,0.916,0.017,0.017,0.017,0.017,trade,0.7184,0.0,0.7140000000000001,0.28600000000000003
Twitter for iPhone,"WOW. Record Growth in 2nd Quarter! Under Corrupt Joe Biden and his MASSIVE Tax and Regulation increases, Markets, and your 401k’s, will PLUNGE! Expect a Record 2021!",2020-07-01 07:19:44-04:00,20821.0,89114.0,wow record growth in 2nd quarter under corrupt joe biden and his massive tax and regulation increases markets and your 401k s will plunge expect a record 2021,2020,7,1,2020-07,2,7,,28,2020-07-02,0.0070048128974971036,0.00550696270957296,1,158,"['wow', 'record', 'growth', '2nd', 'quarter', 'corrupt', 'joe', 'biden', 'massive', 'tax', 'regulation', 'increase', 'market', '401k', 'plunge', 'expect', 'record']",wow record growth 2nd quarter corrupt joe biden massive tax regulation increase market 401k plunge expect record,0.009000000000000001,0.682,0.228,0.009000000000000001,0.009000000000000001,0.062,trade,0.8405,0.0,0.757,0.243
Twitter for iPhone,"RT @TeamTrump: Thanks to unprecedented action by President @realDonaldTrump the United States leads the world in coronavirus testing!

33 m…",2020-06-30 22:21:43-04:00,6028.0,0.0,rt thanks to unprecedented action by president the united states leads the world in coronavirus testing 33 m,2020,6,30,2020-06,1,22,@TeamTrump,18,2020-07-01,0.012809545146442504,0.0070048128974971036,1,108,"['thank', 'unprecedented', 'action', 'united', 'state', 'lead', 'world', 'coronavirus', 'testing', 'm']",thank unprecedented action united state lead world coronavirus testing m,0.017,0.916,0.017,0.017,0.017,0.017,trade,0.7177,0.0,0.75,0.25
Twitter for iPhone,"RT @GOPChairwoman: Consumer confidence smashed expectations in June!
 
This is further proof that @realDonaldTrump’s Great American Comebac…",2020-06-30 22:20:25-04:00,7282.0,0.0,rt consumer confidence smashed expectations in june this is further proof that s great american comebac,2020,6,30,2020-06,1,22,@GOPChairwoman,16,2020-07-01,0.012809545146442504,0.0070048128974971036,1,103,"['consumer', 'confidence', 'smash', 'expectation', 'june', 'proof', 's', 'comebac']",consumer confidence smash expectation june proof s comebac,0.278,0.638,0.021,0.021,0.021,0.021,trade,0.8268,0.0,0.6609999999999999,0.33899999999999997
Twitter for iPhone,RT @EricTrump: Amazing Quarter for the Markets!!! The DOW has the best quarter in 33 years (up 17.77%). Likewise the NASDAQ is up 30.63% in…,2020-06-30 21:00:58-04:00,12369.0,0.0,rt amazing quarter for the markets the dow has the best quarter in 33 years up 17 77 likewise the nasdaq is up 30 63 in,2020,6,30,2020-06,1,21,@EricTrump,26,2020-07-01,0.012809545146442504,0.0070048128974971036,1,119,"['amazing', 'quarter', 'market', 'dow', 'good', 'quarter', 'year', 'likewise', 'nasdaq']",amazing quarter market dow good quarter year likewise nasdaq,0.017,0.916,0.017,0.017,0.017,0.017,trade,0.8713,0.0,0.722,0.278
Twitter for iPhone,"We broke them up last night, fast. Numerous are, and will be, in prison! https://t.co/IrCl5Uo1Cy",2020-06-23 15:21:03-04:00,25952.0,106019.0,we broke them up last night fast numerous are and will be in prison,2020,6,23,2020-06,1,15,,14,2020-06-24,0.004603673372668649,-0.025508707918937668,0,67,"['break', 'night', 'fast', 'numerous', 'prison']",break night fast numerous prison,0.028,0.69,0.028,0.028,0.028,0.198,trade,-0.75,0.33,0.67,0.0
Twitter for iPhone,".....This action is taken effective immediately, but may also be used retroactively for destruction or vandalism already caused. There will be no exceptions!",2020-06-23 06:46:46-04:00,37713.0,168857.0,this action is taken effective immediately but may also be used retroactively for destruction or vandalism already caused there will be no exceptions,2020,6,23,2020-06,1,6,,23,2020-06-24,0.004603673372668649,-0.025508707918937668,0,149,"['action', 'take', 'effective', 'immediately', 'retroactively', 'destruction', 'vandalism', 'cause', 'exception']",action take effective immediately retroactively destruction vandalism cause exception,0.017,0.916,0.017,0.017,0.017,0.017,trade,-0.7959,0.27,0.662,0.068
Twitter for iPhone,The China Trade Deal is fully intact. Hopefully they will continue to live up to the terms of the Agreement!,2020-06-22 22:22:18-04:00,22652.0,120707.0,the china trade deal is fully intact hopefully they will continue to live up to the terms of the agreement,2020,6,22,2020-06,0,22,,20,2020-06-23,0.0064151759453485715,0.004603673372668649,1,106,"['china', 'trade', 'deal', 'fully', 'intact', 'hopefully', 'continue', 'live', 'term', 'agreement']",china trade deal fully intact hopefully continue live term agreement,0.015,0.8170000000000001,0.015,0.015,0.122,0.015,trade,0.8207,0.0,0.665,0.335
Twitter for iPhone,"Our Coronavirus testing is so much greater (25 million tests) and so much more advanced, that it makes us look like we have more cases, especially proportionally, than other countries. My message on that is very clear!",2020-06-22 00:48:35-04:00,25554.0,135851.0,our coronavirus testing is so much greater 25 million tests and so much more advanced that it makes us look like we have more cases especially proportionally than other countries my message on that is very clear,2020,6,22,2020-06,0,0,,37,2020-06-23,0.0064151759453485715,0.004603673372668649,1,211,"['coronavirus', 'testing', 'great', 'million', 'test', 'advanced', 'make', 'look', 'case', 'especially', 'proportionally', 'country', 'message', 'clear']",coronavirus testing great million test advanced make look case especially proportionally country message clear,0.011,0.944,0.011,0.011,0.011,0.011,trade,0.8756,0.0,0.75,0.25
Twitter for iPhone,"“His (President Trump’s) policies set a foundation that allowed us to survive the pandemic.” @HeyTammyBruce @SteveHiltonx @FoxNews  True, we built something so strong that we are now setting economic growth records again - Jobs &amp; Growth!!!",2020-06-22 00:14:37-04:00,16002.0,69308.0,his president trump s policies set a foundation that allowed us to survive the pandemic true we built something so strong that we are now setting economic growth records again jobs growth,2020,6,22,2020-06,0,0,@HeyTammyBruce,32,2020-06-23,0.0064151759453485715,0.004603673372668649,1,187,"['s', 'policy', 'set', 'foundation', 'allow', 'survive', 'pandemic', 'true', 'build', 'strong', 'set', 'economic', 'growth', 'record', 'job', 'growth']",s policy set foundation allow survive pandemic true build strong set economic growth record job growth,0.011,0.947,0.011,0.01,0.011,0.01,trade,0.9204,0.0,0.7090000000000001,0.29100000000000004
Twitter for iPhone,"....as to whether they want help in taking back Seattle. Ready to move quickly! Damage to various Democrat run Cities &amp; States, including statue demolition, should not be allowed to happen. Ready to solve problem quickly! Federal Government is Ready, Willing &amp; Able!@TuckerCarlson",2020-06-19 22:42:01-04:00,15805.0,70872.0,as to whether they want help in taking back seattle ready to move quickly damage to various democrat run cities states including statue demolition should not be allowed to happen ready to solve problem quickly federal government is ready willing able,2020,6,19,2020-06,4,22,@TuckerCarlson,41,2020-06-20,-0.010071152768205692,0.0064151759453485715,1,250,"['help', 'take', 'seattle', 'ready', 'quickly', 'damage', 'run', 'city', 'state', 'include', 'statue', 'demolition', 'allow', 'happen', 'ready', 'solve', 'problem', 'quickly', 'federal', 'government', 'ready', 'willing', 'able']",help take seattle ready quickly damage run city state include statue demolition allow happen ready solve problem quickly federal government ready willing able,0.006999999999999999,0.965,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,0.7412,0.107,0.635,0.257
Twitter for iPhone,"When Wacko John Bolton went on Deface the Nation and so stupidly said that he looked at the “Libyan Model” for North Korea, all hell broke out. Kim Jong Un, who we were getting along with very well, went “ballistic”, just like his missiles - and rightfully so....",2020-06-18 10:17:11-04:00,18912.0,77634.0,when wacko john bolton went on deface the nation and so stupidly said that he looked at the libyan model for north korea all hell broke out kim jong un who we were getting along with very well went ballistic just like his missiles and rightfully so,2020,6,18,2020-06,3,10,,47,2020-06-19,0.00038501892594466897,-0.010071152768205692,0,248,"['wacko', 'john', 'bolton', 'go', 'deface', 'nation', 'stupidly', 'say', 'look', 'libyan', 'model', 'north', 'korea', 'hell', 'break', 'kim', 'jong', 'un', 'get', 'go', 'ballistic', 'missile', 'rightfully']",wacko john bolton go deface nation stupidly say look libyan model north korea hell break kim jong un get go ballistic missile rightfully,0.17600000000000002,0.7959999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.8112,0.19,0.727,0.083
Twitter for iPhone,"“It’s a terrible situation, and I blame the leaders of those cities. The President of the United States has fought through a lot of different things since he’s been in office, and to be honest with you, he’s done one hell of a job.” @HerschelWalker @seanhannity @FoxNews",2020-06-18 08:54:13-04:00,19706.0,79882.0,it s a terrible situation and i blame the leaders of those cities the president of the united states has fought through a lot of different things since he s been in office and to be honest with you he s done one hell of a job,2020,6,18,2020-06,3,8,@HerschelWalker,47,2020-06-19,0.00038501892594466897,-0.010071152768205692,0,225,"['s', 'terrible', 'situation', 'blame', 'leader', 'city', 'united', 'state', 'fight', 'lot', 'different', 'thing', 's', 'office', 'honest', 's', 'hell', 'job']",s terrible situation blame leader city united state fight lot different thing s office honest s hell job,0.155,0.8029999999999999,0.011,0.011,0.01,0.01,trade,-0.743,0.20800000000000002,0.6890000000000001,0.10300000000000001
Twitter for iPhone,"RT @realDonaldTrump: “We have greater confidence in our call for a V-shaped recovery, given recent upside surprises in growth data and poli…",2020-06-15 23:47:34-04:00,24763.0,0.0,rt we have greater confidence in our call for a v shaped recovery given recent upside surprises in growth data and poli,2020,6,15,2020-06,0,23,@realDonaldTrump,22,2020-06-16,0.00933564670464748,0.019247690053646904,1,119,"['great', 'confidence', 'v', 'shape', 'recovery', 'give', 'recent', 'upside', 'surprise', 'growth', 'datum', 'poli']",great confidence v shape recovery give recent upside surprise growth datum poli,0.014,0.93,0.014,0.014,0.014,0.014,trade,0.8519,0.0,0.636,0.364
Twitter for iPhone,"“We have greater confidence in our call for a V-shaped recovery, given recent upside surprises in growth data and policy action.” Chetan Ahya, Chief Economist at Morgan Stanley",2020-06-15 17:08:55-04:00,24763.0,123470.0,we have greater confidence in our call for a v shaped recovery given recent upside surprises in growth data and policy action chetan ahya chief economist at morgan stanley,2020,6,15,2020-06,0,17,,29,2020-06-16,0.00933564670464748,0.019247690053646904,1,171,"['great', 'confidence', 'v', 'shape', 'recovery', 'give', 'recent', 'upside', 'surprise', 'growth', 'datum', 'policy', 'action', 'chetan', 'ahya', 'chief', 'economist', 'morgan', 'stanley']",great confidence v shape recovery give recent upside surprise growth datum policy action chetan ahya chief economist morgan stanley,0.009000000000000001,0.813,0.009000000000000001,0.152,0.009000000000000001,0.009000000000000001,trade,0.8519,0.0,0.7,0.3
Twitter for iPhone,"Our testing is so much bigger and more advanced than any other country (we have done a great job on this!) that it shows more cases. Without testing, or weak testing, we would be showing almost no cases. Testing is a double edged sword - Makes us look bad, but good to have!!!",2020-06-15 10:14:26-04:00,25084.0,130003.0,our testing is so much bigger and more advanced than any other country we have done a great job on this that it shows more cases without testing or weak testing we would be showing almost no cases testing is a double edged sword makes us look bad but good to have,2020,6,15,2020-06,0,10,,52,2020-06-16,0.00933564670464748,0.019247690053646904,1,263,"['testing', 'big', 'advanced', 'country', 'job', 'show', 'case', 'testing', 'weak', 'testing', 'show', 'case', 'testing', 'double', 'edge', 'sword', 'make', 'look', 'bad', 'good']",testing big advanced country job show case testing weak testing show case testing double edge sword make look bad good,0.008,0.96,0.008,0.008,0.008,0.008,trade,0.8028,0.06,0.763,0.177
Twitter for iPhone,"RT @SecretsBedard: Majority agree @realDonaldTrump will beat Biden, 51%-43%, @TheZogbyPoll 
Trump base strong, owns union workers, and also…",2020-06-13 07:49:16-04:00,7182.0,0.0,rt majority agree will beat biden 51 43 trump base strong owns union workers and also,2020,6,13,2020-06,5,7,@SecretsBedard,16,2020-06-14,0.011975670069641842,0.00933564670464748,1,85,"['majority', 'agree', 'beat', 'biden', 'base', 'strong', 'own', 'union', 'worker']",majority agree beat biden base strong own union worker,0.017,0.485,0.448,0.017,0.017,0.017,trade,0.7003,0.0,0.7340000000000001,0.266
Twitter for iPhone,"We had previously scheduled our #MAGA Rally in Tulsa, Oklahoma, for June 19th – a big deal. Unfortunately, however, this would fall on the Juneteenth Holiday. Many of my African American friends and supporters have reached out to suggest that we consider changing the date out...",2020-06-12 23:23:13-04:00,25057.0,128941.0,we had previously scheduled our maga rally in tulsa oklahoma for june 19th a big deal unfortunately however this would fall on the juneteenth holiday many of my african american friends and supporters have reached out to suggest that we consider changing the date out,2020,6,12,2020-06,4,23,,45,2020-06-13,0.011975670069641842,0.00933564670464748,1,267,"['previously', 'schedule', 'maga', 'rally', 'tulsa', 'oklahoma', 'june', '19th', 'deal', 'unfortunately', 'fall', 'juneteenth', 'holiday', 'african', 'friend', 'supporter', 'reach', 'suggest', 'consider', 'change', 'date']",previously schedule maga rally tulsa oklahoma june 19th deal unfortunately fall juneteenth holiday african friend supporter reach suggest consider change date,0.008,0.52,0.008,0.008,0.008,0.449,trade,0.7717,0.045,0.7659999999999999,0.18899999999999997
Twitter for iPhone,"RT @WhiteHouse: President @realDonaldTrump announces four steps to build safety, opportunity, and dignity for ALL Americans—and build on vi…",2020-06-11 18:15:43-04:00,10158.0,0.0,rt president announces four steps to build safety opportunity and dignity for all americans and build on vi,2020,6,11,2020-06,3,18,@WhiteHouse,18,2020-06-12,-0.05764894984326019,0.011975670069641842,1,107,"['announce', 'step', 'build', 'safety', 'opportunity', 'dignity', 'american', 'build', 'vi']",announce step build safety opportunity dignity american build vi,0.017,0.916,0.017,0.017,0.017,0.017,trade,0.8074,0.0,0.6579999999999999,0.342
Twitter for iPhone,"The Federal Reserve is wrong so often. I see the numbers also, and do MUCH better than they do. We will have a very good Third Quarter, a great Fourth Quarter, and one of our best ever years in 2021. We will also soon have a Vaccine &amp; Therapeutics/Cure. That’s my opinion. WATCH!",2020-06-11 11:07:35-04:00,30614.0,132873.0,the federal reserve is wrong so often i see the numbers also and do much better than they do we will have a very good third quarter a great fourth quarter and one of our best ever years in 2021 we will also soon have a vaccine therapeutics cure that s my opinion watch,2020,6,11,2020-06,3,11,,54,2020-06-12,-0.05764894984326019,0.011975670069641842,1,268,"['federal', 'reserve', 'wrong', 'number', 'well', 'good', 'quarter', 'fourth', 'quarter', 'good', 'year', 'soon', 'vaccine', 'therapeutic', 'cure', 's', 'opinion', 'watch']",federal reserve wrong number well good quarter fourth quarter good year soon vaccine therapeutic cure s opinion watch,0.009000000000000001,0.953,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,0.9115,0.047,0.73,0.223
Twitter for iPhone,"This year has seen the lowest crime numbers in our Country’s recorded history, and now the Radical Left Democrats want to Defund and Abandon our Police. Sorry, I want LAW &amp; ORDER!",2020-06-08 11:44:09-04:00,63308.0,311428.0,this year has seen the lowest crime numbers in our country s recorded history and now the radical left democrats want to defund and abandon our police sorry i want law order,2020,6,8,2020-06,0,11,,32,2020-06-09,0.012087480579789478,-0.007456692173637758,0,173,"['year', 'see', 'low', 'crime', 'number', 'country', 's', 'record', 'history', 'radical', 'left', 'defund', 'abandon', 'police', 'sorry', 'law', 'order']",year see low crime number country s record history radical left defund abandon police sorry law order,0.01,0.5539999999999999,0.406,0.01,0.01,0.01,trade,-0.8398,0.27,0.6629999999999999,0.066
Twitter for iPhone,"I built the greatest economy in the World, the best the U.S. has ever had. I am doing it again!",2020-06-07 18:08:55-04:00,76495.0,474661.0,i built the greatest economy in the world the best the u s has ever had i am doing it again,2020,6,7,2020-06,6,18,,21,2020-06-08,0.025629532966479296,0.012087480579789478,1,91,"['build', 'great', 'economy', 'world', 'good', 'u', 's']",build great economy world good u s,0.028,0.861,0.028,0.028,0.028,0.028,trade,0.8655,0.0,0.674,0.326
Twitter for iPhone,"Somebody please tell highly overrated Colin Powell that I will have gotten almost 300 Federal Judges approved (a record), Two Great Supreme Court Justices, rebuilt our once depleted Military, Choice for Vets, Biggest Ever Tax &amp; Regulation Cuts, Saved Healthcare &amp; 2A, &amp; much more!",2020-06-07 11:10:22-04:00,41169.0,170174.0,somebody please tell highly overrated colin powell that i will have gotten almost 300 federal judges approved a record two great supreme court justices rebuilt our once depleted military choice for vets biggest ever tax regulation cuts saved healthcare 2a much more,2020,6,7,2020-06,6,11,,42,2020-06-08,0.025629532966479296,0.012087480579789478,1,265,"['somebody', 'tell', 'highly', 'overrated', 'colin', 'powell', 'get', 'federal', 'judge', 'approve', 'record', 'supreme', 'court', 'justice', 'rebuild', 'deplete', 'military', 'choice', 'vet', 'big', 'tax', 'regulation', 'cut', 'save', 'healthcare', '2a']",somebody tell highly overrated colin powell get federal judge approve record supreme court justice rebuild deplete military choice vet big tax regulation cut save healthcare 2a,0.26,0.604,0.006,0.006,0.006,0.117,trade,0.9286,0.039,0.6829999999999999,0.278
Twitter for iPhone,"RT @GOPChairwoman: May saw the BIGGEST JOBS INCREASE EVER.
 
This jobs report serves as an emphatic reminder about the strength of @realDon…",2020-06-06 11:25:05-04:00,11809.0,0.0,rt may saw the biggest jobs increase ever this jobs report serves as an emphatic reminder about the strength of,2020,6,6,2020-06,5,11,@GOPChairwoman,20,2020-06-07,0.025629532966479296,0.012087480579789478,1,111,"['saw', 'big', 'job', 'increase', 'job', 'report', 'serve', 'emphatic', 'reminder', 'strength']",saw big job increase job report serve emphatic reminder strength,0.015,0.637,0.015,0.015,0.015,0.302,trade,0.7378,0.0,0.762,0.23800000000000002
Twitter for iPhone,RT @realDonaldTrump: So great to have Michael home. Just arrived. Very exciting. Thank you to Iran. Don’t wait until after U.S. Election to…,2020-06-05 21:56:15-04:00,32527.0,0.0,rt so great to have michael home just arrived very exciting thank you to iran don t wait until after u s election to,2020,6,5,2020-06,4,21,@realDonaldTrump,24,2020-06-06,0.025629532966479296,0.012087480579789478,1,116,"['michael', 'home', 'arrive', 'exciting', 'iran', 'don', 't', 'wait', 'u', 's', 'election']",michael home arrive exciting iran don t wait u s election,0.233,0.6920000000000001,0.019,0.019,0.019,0.019,trade,0.9102,0.0,0.635,0.365
Twitter for iPhone,Greatest Top Five Monthly Jobs Gains in HISTORY. We are #1! https://t.co/Cs8NEFbHG0,2020-06-05 12:31:16-04:00,20868.0,80872.0,greatest top five monthly jobs gains in history we are 1,2020,6,5,2020-06,4,12,,11,2020-06-06,0.025629532966479296,0.012087480579789478,1,56,"['great', 'monthly', 'job', 'gain', 'history']",great monthly job gain history,0.028,0.861,0.028,0.028,0.028,0.028,trade,0.8268,0.0,0.509,0.491
Twitter for iPhone,"It’s a stupendous number. It’s joyous, let’s call it like it is. The Market was right. It’s stunning! @jimcramer  @CNBC",2020-06-05 08:59:17-04:00,15727.0,72646.0,it s a stupendous number it s joyous let s call it like it is the market was right it s stunning,2020,6,5,2020-06,4,8,@jimcramer,22,2020-06-06,0.025629532966479296,0.012087480579789478,1,96,"['s', 'stupendous', 'number', 's', 'joyous', 'let', 'market', 'right', 's', 'stunning']",s stupendous number s joyous let market right s stunning,0.021,0.626,0.021,0.29,0.021,0.021,trade,0.8687,0.0,0.597,0.40299999999999997
Twitter for iPhone,"Congratulations to wonderful Charles Payne on having been so optimistic, and therefore correct. Market up BIG!!!",2020-06-05 08:51:00-04:00,21469.0,101627.0,congratulations to wonderful charles payne on having been so optimistic and therefore correct market up big,2020,6,5,2020-06,4,8,,16,2020-06-06,0.025629532966479296,0.012087480579789478,1,107,"['congratulation', 'wonderful', 'charle', 'payne', 'have', 'optimistic', 'correct', 'market']",congratulation wonderful charle payne have optimistic correct market,0.019,0.633,0.019,0.019,0.019,0.292,trade,0.9094,0.0,0.531,0.469
Twitter for iPhone,RT @SenToomey: Caring for a loved one with Alzheimer's is difficult even in the best of times. If you or someone you know is suffering from…,2020-06-05 08:07:38-04:00,1684.0,0.0,rt caring for a loved one with alzheimer s is difficult even in the best of times if you or someone you know is suffering from,2020,6,5,2020-06,4,8,@SenToomey,26,2020-06-06,0.025629532966479296,0.012087480579789478,1,126,"['care', 'love', 'alzheimer', 's', 'difficult', 'good', 'time', 'know', 'suffer']",care love alzheimer s difficult good time know suffer,0.019,0.757,0.019,0.019,0.019,0.168,trade,0.7717,0.14800000000000002,0.5539999999999999,0.298
Twitter for iPhone,RT @SenatorFischer: I cannot think of a better way to celebrate Beef Month than by eating a burger today for #NationalBeefBurgerDay and sen…,2020-06-05 07:50:17-04:00,1479.0,0.0,rt i cannot think of a better way to celebrate beef month than by eating a burger today for nationalbeefburgerday and sen,2020,6,5,2020-06,4,7,@SenatorFischer,22,2020-06-06,0.025629532966479296,0.012087480579789478,1,121,"['think', 'well', 'way', 'celebrate', 'beef', 'month', 'eat', 'burger', 'nationalbeefburgerday', 'sen']",think well way celebrate beef month eat burger nationalbeefburgerday sen,0.015,0.624,0.195,0.135,0.015,0.015,trade,0.765,0.0,0.7609999999999999,0.239
Twitter for iPhone,So great to have Michael home. Just arrived. Very exciting. Thank you to Iran. Don’t wait until after U.S. Election to make the Big deal. I’m going to win. You’ll make a better deal now! https://t.co/OGJU2VWBWq,2020-06-05 01:21:09-04:00,32525.0,133545.0,so great to have michael home just arrived very exciting thank you to iran don t wait until after u s election to make the big deal i m going to win you ll make a better deal now,2020,6,5,2020-06,4,1,,39,2020-06-06,0.025629532966479296,0.012087480579789478,1,178,"['michael', 'home', 'arrive', 'exciting', 'iran', 'don', 't', 'wait', 'u', 's', 'election', 'deal', 'm', 'go', 'win', 'will', 'well', 'deal']",michael home arrive exciting iran don t wait u s election deal m go win will well deal,0.126,0.8290000000000001,0.011,0.011,0.011,0.011,trade,0.9562,0.0,0.637,0.363
Twitter for iPhone,"...to the UNITED STATES! We have now brought more than 40 American hostages and detainees back home since I took office. Thank you to Iran, it shows a deal is possible!",2020-06-04 18:28:04-04:00,17850.0,92964.0,to the united states we have now brought more than 40 american hostages and detainees back home since i took office thank you to iran it shows a deal is possible,2020,6,4,2020-06,3,18,,31,2020-06-05,-0.002626715415423919,0.025629532966479296,1,161,"['united', 'state', 'bring', 'hostage', 'detainee', 'home', 'take', 'office', 'iran', 'show', 'deal', 'possible']",united state bring hostage detainee home take office iran show deal possible,0.013,0.936,0.013,0.013,0.013,0.013,trade,0.7661,0.0,0.8140000000000001,0.18600000000000003
Twitter for iPhone,....I will never stop working to secure the release of all Americans held hostage overseas! Thank you Switzerland for your great assistance.,2020-06-04 11:26:05-04:00,27358.0,158729.0,i will never stop working to secure the release of all americans held hostage overseas thank you switzerland for your great assistance,2020,6,4,2020-06,3,11,,22,2020-06-05,-0.002626715415423919,0.025629532966479296,1,134,"['stop', 'work', 'secure', 'release', 'american', 'hold', 'hostage', 'overseas', 'switzerland', 'assistance']",stop work secure release american hold hostage overseas switzerland assistance,0.015,0.924,0.015,0.015,0.015,0.015,trade,0.8801,0.0,0.617,0.38299999999999995
Twitter for iPhone,"...then tell them they will not be able to gain entry. Governor Cooper is still in Shelter-In-Place Mode, and not allowing us to occupy the arena as originally anticipated and promised. Would have showcased beautiful North Carolina to the World, and brought in hundreds of...",2020-06-02 21:06:32-04:00,11581.0,53514.0,then tell them they will not be able to gain entry governor cooper is still in shelter in place mode and not allowing us to occupy the arena as originally anticipated and promised would have showcased beautiful north carolina to the world and brought in hundreds of,2020,6,2,2020-06,1,21,,47,2020-06-03,0.008280147600594923,0.013308251665175463,1,265,"['tell', 'able', 'gain', 'entry', 'governor', 'cooper', 'shelter', 'place', 'mode', 'allow', 'occupy', 'arena', 'originally', 'anticipate', 'promise', 'showcase', 'beautiful', 'north', 'carolina', 'world', 'bring', 'hundred']",tell able gain entry governor cooper shelter place mode allow occupy arena originally anticipate promise showcase beautiful north carolina world bring hundred,0.006999999999999999,0.6779999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.293,trade,0.8689,0.0,0.8109999999999999,0.18899999999999997
Twitter for iPhone,"RT @JohnJamesMI: This is about you, the people of Michigan. This is the greatest country in the world, because of people like you, not poli…",2020-06-02 09:04:20-04:00,10188.0,0.0,rt this is about you the people of michigan this is the greatest country in the world because of people like you not poli,2020,6,2,2020-06,1,9,@JohnJamesMI,24,2020-06-03,0.008280147600594923,0.013308251665175463,1,121,"['michigan', 'great', 'country', 'world', 'poli']",michigan great country world poli,0.028,0.603,0.028,0.028,0.028,0.285,trade,0.7717,0.0,0.774,0.226
Twitter for iPhone,"RT @JasonMillerinDC: Powerful words from @realDonaldTrump tonight making it clear all Americans are going to be protected.

This is what we…",2020-06-02 00:01:29-04:00,9290.0,0.0,rt powerful words from tonight making it clear all americans are going to be protected this is what we,2020,6,2,2020-06,1,0,@JasonMillerinDC,19,2020-06-03,0.008280147600594923,0.013308251665175463,1,102,"['powerful', 'word', 'tonight', 'make', 'clear', 'american', 'go', 'protect']",powerful word tonight make clear american go protect,0.019,0.758,0.019,0.019,0.16699999999999998,0.019,trade,0.8074,0.0,0.684,0.316
Twitter for iPhone,"Hopefully a great, successful and safe ROCKET LAUNCH. Lifting off soon!?!?  @FoxNews  @OANN",2020-05-30 14:37:07-04:00,19319.0,143899.0,hopefully a great successful and safe rocket launch lifting off soon,2020,5,30,2020-05,5,14,@FoxNews,11,2020-05-31,0.0044559065106910545,0.004041735580007533,1,68,"['hopefully', 'successful', 'safe', 'rocket', 'launch', 'lifting', 'soon']",hopefully successful safe rocket launch lifting soon,0.021,0.895,0.021,0.021,0.021,0.021,trade,0.9376,0.0,0.384,0.616
Twitter for iPhone,"We made most Governors look very good, even great, by getting them the Ventilators, unlimited Testing, and supplies, all of which they should have had in their own stockpiles. So they look great, and I just keep rolling along, doing great things and getting Fake Lamestream News!",2020-05-26 11:01:26-04:00,25854.0,127674.0,we made most governors look very good even great by getting them the ventilators unlimited testing and supplies all of which they should have had in their own stockpiles so they look great and i just keep rolling along doing great things and getting fake lamestream news,2020,5,26,2020-05,1,11,,47,2020-05-27,0.012320555697802993,0.01487900292037936,1,270,"['governor', 'look', 'good', 'get', 'ventilator', 'unlimite', 'testing', 'supply', 'stockpile', 'look', 'roll', 'thing', 'get', 'lamestream']",governor look good get ventilator unlimite testing supply stockpile look roll thing get lamestream,0.011,0.7979999999999999,0.158,0.011,0.011,0.011,trade,0.935,0.05,0.684,0.266
Twitter for iPhone,"Stock Market up BIG, DOW crosses 25,000. S&amp;P 500 over 3000. States should open up ASAP. The Transition to Greatness has started, ahead of schedule. There will be ups and downs, but next year will be one of the best ever!",2020-05-26 09:45:49-04:00,37290.0,157488.0,stock market up big dow crosses 25 000 s p 500 over 3000 states should open up asap the transition to greatness has started ahead of schedule there will be ups and downs but next year will be one of the best ever,2020,5,26,2020-05,1,9,,43,2020-05-27,0.012320555697802993,0.01487900292037936,1,212,"['stock', 'market', 'dow', 'crosse', 's', 'p', 'state', 'open', 'asap', 'transition', 'greatness', 'start', 'ahead', 'schedule', 'up', 'down', 'year', 'good']",stock market dow crosse s p state open asap transition greatness start ahead schedule up down year good,0.01,0.951,0.01,0.01,0.01,0.01,trade,0.7959,0.0,0.868,0.132
